full_date,day,day_name,day_of_week,week_of_year,month,month_name,quarter,year,is_weekend
17-04-2024,17,Wednesday,3,16,4,April,2,2024,N
18-04-2024,18,Thursday,4,16,4,April,2,2024,N
19-04-2024,19,Friday,5,16,4,April,2,2024,N
20-04-2024,20,Saturday,6,16,4,April,2,2024,Y
21-04-2024,21,Sunday,7,16,4,April,2,2024,Y
22-04-2024,22,Monday,1,17,4,April,2,2024,N
23-04-2024,23,Tuesday,2,17,4,April,2,2024,N
24-04-2024,24,Wednesday,3,17,4,April,2,2024,N
25-04-2024,25,Thursday,4,17,4,April,2,2024,N
26-04-2024,26,Friday,5,17,4,April,2,2024,N
27-04-2024,27,Saturday,6,17,4,April,2,2024,Y
28-04-2024,28,Sunday,7,17,4,April,2,2024,Y
29-04-2024,29,Monday,1,18,4,April,2,2024,N
30-04-2024,30,Tuesday,2,18,4,April,2,2024,N
01-05-2024,1,Wednesday,3,18,5,May,2,2024,N
02-05-2024,2,Thursday,4,18,5,May,2,2024,N
03-05-2024,3,Friday,5,18,5,May,2,2024,N
04-05-2024,4,Saturday,6,18,5,May,2,2024,Y
05-05-2024,5,Sunday,7,18,5,May,2,2024,Y
06-05-2024,6,Monday,1,19,5,May,2,2024,N
07-05-2024,7,Tuesday,2,19,5,May,2,2024,N
08-05-2024,8,Wednesday,3,19,5,May,2,2024,N
09-05-2024,9,Thursday,4,19,5,May,2,2024,N
10-05-2024,10,Friday,5,19,5,May,2,2024,N
11-05-2024,11,Saturday,6,19,5,May,2,2024,Y
12-05-2024,12,Sunday,7,19,5,May,2,2024,Y
13-05-2024,13,Monday,1,20,5,May,2,2024,N
14-05-2024,14,Tuesday,2,20,5,May,2,2024,N
15-05-2024,15,Wednesday,3,20,5,May,2,2024,N
16-05-2024,16,Thursday,4,20,5,May,2,2024,N
17-05-2024,17,Friday,5,20,5,May,2,2024,N
18-05-2024,18,Saturday,6,20,5,May,2,2024,Y
19-05-2024,19,Sunday,7,20,5,May,2,2024,Y
20-05-2024,20,Monday,1,21,5,May,2,2024,N
21-05-2024,21,Tuesday,2,21,5,May,2,2024,N
22-05-2024,22,Wednesday,3,21,5,May,2,2024,N
23-05-2024,23,Thursday,4,21,5,May,2,2024,N
24-05-2024,24,Friday,5,21,5,May,2,2024,N
25-05-2024,25,Saturday,6,21,5,May,2,2024,Y
26-05-2024,26,Sunday,7,21,5,May,2,2024,Y
27-05-2024,27,Monday,1,22,5,May,2,2024,N
28-05-2024,28,Tuesday,2,22,5,May,2,2024,N
29-05-2024,29,Wednesday,3,22,5,May,2,2024,N
30-05-2024,30,Thursday,4,22,5,May,2,2024,N
31-05-2024,31,Friday,5,22,5,May,2,2024,N
01-06-2024,1,Saturday,6,22,6,June,2,2024,Y
02-06-2024,2,Sunday,7,22,6,June,2,2024,Y
03-06-2024,3,Monday,1,23,6,June,2,2024,N
04-06-2024,4,Tuesday,2,23,6,June,2,2024,N
05-06-2024,5,Wednesday,3,23,6,June,2,2024,N
06-06-2024,6,Thursday,4,23,6,June,2,2024,N
07-06-2024,7,Friday,5,23,6,June,2,2024,N
08-06-2024,8,Saturday,6,23,6,June,2,2024,Y
09-06-2024,9,Sunday,7,23,6,June,2,2024,Y
10-06-2024,10,Monday,1,24,6,June,2,2024,N
11-06-2024,11,Tuesday,2,24,6,June,2,2024,N
12-06-2024,12,Wednesday,3,24,6,June,2,2024,N
13-06-2024,13,Thursday,4,24,6,June,2,2024,N
14-06-2024,14,Friday,5,24,6,June,2,2024,N
15-06-2024,15,Saturday,6,24,6,June,2,2024,Y
16-06-2024,16,Sunday,7,24,6,June,2,2024,Y
17-06-2024,17,Monday,1,25,6,June,2,2024,N
18-06-2024,18,Tuesday,2,25,6,June,2,2024,N
19-06-2024,19,Wednesday,3,25,6,June,2,2024,N
20-06-2024,20,Thursday,4,25,6,June,2,2024,N
21-06-2024,21,Friday,5,25,6,June,2,2024,N
22-06-2024,22,Saturday,6,25,6,June,2,2024,Y
23-06-2024,23,Sunday,7,25,6,June,2,2024,Y
24-06-2024,24,Monday,1,26,6,June,2,2024,N
25-06-2024,25,Tuesday,2,26,6,June,2,2024,N
26-06-2024,26,Wednesday,3,26,6,June,2,2024,N
27-06-2024,27,Thursday,4,26,6,June,2,2024,N
28-06-2024,28,Friday,5,26,6,June,2,2024,N
29-06-2024,29,Saturday,6,26,6,June,2,2024,Y
30-06-2024,30,Sunday,7,26,6,June,2,2024,Y
01-07-2024,1,Monday,1,27,7,July,3,2024,N
02-07-2024,2,Tuesday,2,27,7,July,3,2024,N
03-07-2024,3,Wednesday,3,27,7,July,3,2024,N
04-07-2024,4,Thursday,4,27,7,July,3,2024,N
05-07-2024,5,Friday,5,27,7,July,3,2024,N
06-07-2024,6,Saturday,6,27,7,July,3,2024,Y
07-07-2024,7,Sunday,7,27,7,July,3,2024,Y
08-07-2024,8,Monday,1,28,7,July,3,2024,N
09-07-2024,9,Tuesday,2,28,7,July,3,2024,N
10-07-2024,10,Wednesday,3,28,7,July,3,2024,N
11-07-2024,11,Thursday,4,28,7,July,3,2024,N
12-07-2024,12,Friday,5,28,7,July,3,2024,N
13-07-2024,13,Saturday,6,28,7,July,3,2024,Y
14-07-2024,14,Sunday,7,28,7,July,3,2024,Y
15-07-2024,15,Monday,1,29,7,July,3,2024,N
16-07-2024,16,Tuesday,2,29,7,July,3,2024,N
17-07-2024,17,Wednesday,3,29,7,July,3,2024,N
18-07-2024,18,Thursday,4,29,7,July,3,2024,N
19-07-2024,19,Friday,5,29,7,July,3,2024,N
20-07-2024,20,Saturday,6,29,7,July,3,2024,Y
21-07-2024,21,Sunday,7,29,7,July,3,2024,Y
22-07-2024,22,Monday,1,30,7,July,3,2024,N
23-07-2024,23,Tuesday,2,30,7,July,3,2024,N
24-07-2024,24,Wednesday,3,30,7,July,3,2024,N
25-07-2024,25,Thursday,4,30,7,July,3,2024,N
26-07-2024,26,Friday,5,30,7,July,3,2024,N
27-07-2024,27,Saturday,6,30,7,July,3,2024,Y
28-07-2024,28,Sunday,7,30,7,July,3,2024,Y
29-07-2024,29,Monday,1,31,7,July,3,2024,N
30-07-2024,30,Tuesday,2,31,7,July,3,2024,N
31-07-2024,31,Wednesday,3,31,7,July,3,2024,N
01-08-2024,1,Thursday,4,31,8,August,3,2024,N
02-08-2024,2,Friday,5,31,8,August,3,2024,N
03-08-2024,3,Saturday,6,31,8,August,3,2024,Y
04-08-2024,4,Sunday,7,31,8,August,3,2024,Y
05-08-2024,5,Monday,1,32,8,August,3,2024,N
06-08-2024,6,Tuesday,2,32,8,August,3,2024,N
07-08-2024,7,Wednesday,3,32,8,August,3,2024,N
08-08-2024,8,Thursday,4,32,8,August,3,2024,N
09-08-2024,9,Friday,5,32,8,August,3,2024,N
10-08-2024,10,Saturday,6,32,8,August,3,2024,Y
11-08-2024,11,Sunday,7,32,8,August,3,2024,Y
12-08-2024,12,Monday,1,33,8,August,3,2024,N
13-08-2024,13,Tuesday,2,33,8,August,3,2024,N
14-08-2024,14,Wednesday,3,33,8,August,3,2024,N
15-08-2024,15,Thursday,4,33,8,August,3,2024,N
16-08-2024,16,Friday,5,33,8,August,3,2024,N
17-08-2024,17,Saturday,6,33,8,August,3,2024,Y
18-08-2024,18,Sunday,7,33,8,August,3,2024,Y
19-08-2024,19,Monday,1,34,8,August,3,2024,N
20-08-2024,20,Tuesday,2,34,8,August,3,2024,N
21-08-2024,21,Wednesday,3,34,8,August,3,2024,N
22-08-2024,22,Thursday,4,34,8,August,3,2024,N
23-08-2024,23,Friday,5,34,8,August,3,2024,N
24-08-2024,24,Saturday,6,34,8,August,3,2024,Y
25-08-2024,25,Sunday,7,34,8,August,3,2024,Y
26-08-2024,26,Monday,1,35,8,August,3,2024,N
27-08-2024,27,Tuesday,2,35,8,August,3,2024,N
28-08-2024,28,Wednesday,3,35,8,August,3,2024,N
29-08-2024,29,Thursday,4,35,8,August,3,2024,N
30-08-2024,30,Friday,5,35,8,August,3,2024,N
31-08-2024,31,Saturday,6,35,8,August,3,2024,Y
01-09-2024,1,Sunday,7,35,9,September,3,2024,Y
02-09-2024,2,Monday,1,36,9,September,3,2024,N
03-09-2024,3,Tuesday,2,36,9,September,3,2024,N
04-09-2024,4,Wednesday,3,36,9,September,3,2024,N
05-09-2024,5,Thursday,4,36,9,September,3,2024,N
06-09-2024,6,Friday,5,36,9,September,3,2024,N
07-09-2024,7,Saturday,6,36,9,September,3,2024,Y
08-09-2024,8,Sunday,7,36,9,September,3,2024,Y
09-09-2024,9,Monday,1,37,9,September,3,2024,N
10-09-2024,10,Tuesday,2,37,9,September,3,2024,N
11-09-2024,11,Wednesday,3,37,9,September,3,2024,N
12-09-2024,12,Thursday,4,37,9,September,3,2024,N
13-09-2024,13,Friday,5,37,9,September,3,2024,N
14-09-2024,14,Saturday,6,37,9,September,3,2024,Y
15-09-2024,15,Sunday,7,37,9,September,3,2024,Y
16-09-2024,16,Monday,1,38,9,September,3,2024,N
17-09-2024,17,Tuesday,2,38,9,September,3,2024,N
18-09-2024,18,Wednesday,3,38,9,September,3,2024,N
19-09-2024,19,Thursday,4,38,9,September,3,2024,N
20-09-2024,20,Friday,5,38,9,September,3,2024,N
21-09-2024,21,Saturday,6,38,9,September,3,2024,Y
22-09-2024,22,Sunday,7,38,9,September,3,2024,Y
23-09-2024,23,Monday,1,39,9,September,3,2024,N
24-09-2024,24,Tuesday,2,39,9,September,3,2024,N
25-09-2024,25,Wednesday,3,39,9,September,3,2024,N
26-09-2024,26,Thursday,4,39,9,September,3,2024,N
27-09-2024,27,Friday,5,39,9,September,3,2024,N
28-09-2024,28,Saturday,6,39,9,September,3,2024,Y
29-09-2024,29,Sunday,7,39,9,September,3,2024,Y
30-09-2024,30,Monday,1,40,9,September,3,2024,N
01-10-2024,1,Tuesday,2,40,10,October,4,2024,N
02-10-2024,2,Wednesday,3,40,10,October,4,2024,N
03-10-2024,3,Thursday,4,40,10,October,4,2024,N
04-10-2024,4,Friday,5,40,10,October,4,2024,N
05-10-2024,5,Saturday,6,40,10,October,4,2024,Y
06-10-2024,6,Sunday,7,40,10,October,4,2024,Y
07-10-2024,7,Monday,1,41,10,October,4,2024,N
08-10-2024,8,Tuesday,2,41,10,October,4,2024,N
09-10-2024,9,Wednesday,3,41,10,October,4,2024,N
10-10-2024,10,Thursday,4,41,10,October,4,2024,N
11-10-2024,11,Friday,5,41,10,October,4,2024,N
12-10-2024,12,Saturday,6,41,10,October,4,2024,Y
13-10-2024,13,Sunday,7,41,10,October,4,2024,Y
14-10-2024,14,Monday,1,42,10,October,4,2024,N
15-10-2024,15,Tuesday,2,42,10,October,4,2024,N
16-10-2024,16,Wednesday,3,42,10,October,4,2024,N
17-10-2024,17,Thursday,4,42,10,October,4,2024,N
18-10-2024,18,Friday,5,42,10,October,4,2024,N
19-10-2024,19,Saturday,6,42,10,October,4,2024,Y
20-10-2024,20,Sunday,7,42,10,October,4,2024,Y
21-10-2024,21,Monday,1,43,10,October,4,2024,N
22-10-2024,22,Tuesday,2,43,10,October,4,2024,N
23-10-2024,23,Wednesday,3,43,10,October,4,2024,N
24-10-2024,24,Thursday,4,43,10,October,4,2024,N
25-10-2024,25,Friday,5,43,10,October,4,2024,N
26-10-2024,26,Saturday,6,43,10,October,4,2024,Y
27-10-2024,27,Sunday,7,43,10,October,4,2024,Y
28-10-2024,28,Monday,1,44,10,October,4,2024,N
29-10-2024,29,Tuesday,2,44,10,October,4,2024,N
30-10-2024,30,Wednesday,3,44,10,October,4,2024,N
31-10-2024,31,Thursday,4,44,10,October,4,2024,N
01-11-2024,1,Friday,5,44,11,November,4,2024,N
02-11-2024,2,Saturday,6,44,11,November,4,2024,Y
03-11-2024,3,Sunday,7,44,11,November,4,2024,Y
04-11-2024,4,Monday,1,45,11,November,4,2024,N
05-11-2024,5,Tuesday,2,45,11,November,4,2024,N
06-11-2024,6,Wednesday,3,45,11,November,4,2024,N
07-11-2024,7,Thursday,4,45,11,November,4,2024,N
08-11-2024,8,Friday,5,45,11,November,4,2024,N
09-11-2024,9,Saturday,6,45,11,November,4,2024,Y
10-11-2024,10,Sunday,7,45,11,November,4,2024,Y
11-11-2024,11,Monday,1,46,11,November,4,2024,N
12-11-2024,12,Tuesday,2,46,11,November,4,2024,N
13-11-2024,13,Wednesday,3,46,11,November,4,2024,N
14-11-2024,14,Thursday,4,46,11,November,4,2024,N
15-11-2024,15,Friday,5,46,11,November,4,2024,N
16-11-2024,16,Saturday,6,46,11,November,4,2024,Y
17-11-2024,17,Sunday,7,46,11,November,4,2024,Y
18-11-2024,18,Monday,1,47,11,November,4,2024,N
19-11-2024,19,Tuesday,2,47,11,November,4,2024,N
20-11-2024,20,Wednesday,3,47,11,November,4,2024,N
21-11-2024,21,Thursday,4,47,11,November,4,2024,N
22-11-2024,22,Friday,5,47,11,November,4,2024,N
23-11-2024,23,Saturday,6,47,11,November,4,2024,Y
24-11-2024,24,Sunday,7,47,11,November,4,2024,Y
25-11-2024,25,Monday,1,48,11,November,4,2024,N
26-11-2024,26,Tuesday,2,48,11,November,4,2024,N
27-11-2024,27,Wednesday,3,48,11,November,4,2024,N
28-11-2024,28,Thursday,4,48,11,November,4,2024,N
29-11-2024,29,Friday,5,48,11,November,4,2024,N
30-11-2024,30,Saturday,6,48,11,November,4,2024,Y
01-12-2024,1,Sunday,7,48,12,December,4,2024,Y
02-12-2024,2,Monday,1,49,12,December,4,2024,N
03-12-2024,3,Tuesday,2,49,12,December,4,2024,N
04-12-2024,4,Wednesday,3,49,12,December,4,2024,N
05-12-2024,5,Thursday,4,49,12,December,4,2024,N
06-12-2024,6,Friday,5,49,12,December,4,2024,N
07-12-2024,7,Saturday,6,49,12,December,4,2024,Y
08-12-2024,8,Sunday,7,49,12,December,4,2024,Y
09-12-2024,9,Monday,1,50,12,December,4,2024,N
10-12-2024,10,Tuesday,2,50,12,December,4,2024,N
11-12-2024,11,Wednesday,3,50,12,December,4,2024,N
12-12-2024,12,Thursday,4,50,12,December,4,2024,N
13-12-2024,13,Friday,5,50,12,December,4,2024,N
14-12-2024,14,Saturday,6,50,12,December,4,2024,Y
15-12-2024,15,Sunday,7,50,12,December,4,2024,Y
16-12-2024,16,Monday,1,51,12,December,4,2024,N
17-12-2024,17,Tuesday,2,51,12,December,4,2024,N
18-12-2024,18,Wednesday,3,51,12,December,4,2024,N
19-12-2024,19,Thursday,4,51,12,December,4,2024,N
20-12-2024,20,Friday,5,51,12,December,4,2024,N
21-12-2024,21,Saturday,6,51,12,December,4,2024,Y
22-12-2024,22,Sunday,7,51,12,December,4,2024,Y
23-12-2024,23,Monday,1,52,12,December,4,2024,N
24-12-2024,24,Tuesday,2,52,12,December,4,2024,N
25-12-2024,25,Wednesday,3,52,12,December,4,2024,N
26-12-2024,26,Thursday,4,52,12,December,4,2024,N
27-12-2024,27,Friday,5,52,12,December,4,2024,N
28-12-2024,28,Saturday,6,52,12,December,4,2024,Y
29-12-2024,29,Sunday,7,52,12,December,4,2024,Y
30-12-2024,30,Monday,1,1,12,December,4,2024,N
31-12-2024,31,Tuesday,2,1,12,December,4,2024,N
01-01-2025,1,Wednesday,3,1,1,January,1,2025,N
02-01-2025,2,Thursday,4,1,1,January,1,2025,N
03-01-2025,3,Friday,5,1,1,January,1,2025,N
04-01-2025,4,Saturday,6,1,1,January,1,2025,Y
05-01-2025,5,Sunday,7,1,1,January,1,2025,Y
06-01-2025,6,Monday,1,2,1,January,1,2025,N
07-01-2025,7,Tuesday,2,2,1,January,1,2025,N
08-01-2025,8,Wednesday,3,2,1,January,1,2025,N
09-01-2025,9,Thursday,4,2,1,January,1,2025,N
10-01-2025,10,Friday,5,2,1,January,1,2025,N
11-01-2025,11,Saturday,6,2,1,January,1,2025,Y
12-01-2025,12,Sunday,7,2,1,January,1,2025,Y
13-01-2025,13,Monday,1,3,1,January,1,2025,N
14-01-2025,14,Tuesday,2,3,1,January,1,2025,N
15-01-2025,15,Wednesday,3,3,1,January,1,2025,N
16-01-2025,16,Thursday,4,3,1,January,1,2025,N
17-01-2025,17,Friday,5,3,1,January,1,2025,N
18-01-2025,18,Saturday,6,3,1,January,1,2025,Y
19-01-2025,19,Sunday,7,3,1,January,1,2025,Y
20-01-2025,20,Monday,1,4,1,January,1,2025,N
21-01-2025,21,Tuesday,2,4,1,January,1,2025,N
22-01-2025,22,Wednesday,3,4,1,January,1,2025,N
23-01-2025,23,Thursday,4,4,1,January,1,2025,N
24-01-2025,24,Friday,5,4,1,January,1,2025,N
25-01-2025,25,Saturday,6,4,1,January,1,2025,Y
26-01-2025,26,Sunday,7,4,1,January,1,2025,Y
27-01-2025,27,Monday,1,5,1,January,1,2025,N
28-01-2025,28,Tuesday,2,5,1,January,1,2025,N
29-01-2025,29,Wednesday,3,5,1,January,1,2025,N
30-01-2025,30,Thursday,4,5,1,January,1,2025,N
31-01-2025,31,Friday,5,5,1,January,1,2025,N
01-02-2025,1,Saturday,6,5,2,February,1,2025,Y
02-02-2025,2,Sunday,7,5,2,February,1,2025,Y
03-02-2025,3,Monday,1,6,2,February,1,2025,N
04-02-2025,4,Tuesday,2,6,2,February,1,2025,N
05-02-2025,5,Wednesday,3,6,2,February,1,2025,N
06-02-2025,6,Thursday,4,6,2,February,1,2025,N
07-02-2025,7,Friday,5,6,2,February,1,2025,N
08-02-2025,8,Saturday,6,6,2,February,1,2025,Y
09-02-2025,9,Sunday,7,6,2,February,1,2025,Y
10-02-2025,10,Monday,1,7,2,February,1,2025,N
11-02-2025,11,Tuesday,2,7,2,February,1,2025,N
12-02-2025,12,Wednesday,3,7,2,February,1,2025,N
13-02-2025,13,Thursday,4,7,2,February,1,2025,N
14-02-2025,14,Friday,5,7,2,February,1,2025,N
15-02-2025,15,Saturday,6,7,2,February,1,2025,Y
16-02-2025,16,Sunday,7,7,2,February,1,2025,Y
17-02-2025,17,Monday,1,8,2,February,1,2025,N
18-02-2025,18,Tuesday,2,8,2,February,1,2025,N
19-02-2025,19,Wednesday,3,8,2,February,1,2025,N
20-02-2025,20,Thursday,4,8,2,February,1,2025,N
21-02-2025,21,Friday,5,8,2,February,1,2025,N
22-02-2025,22,Saturday,6,8,2,February,1,2025,Y
23-02-2025,23,Sunday,7,8,2,February,1,2025,Y
24-02-2025,24,Monday,1,9,2,February,1,2025,N
25-02-2025,25,Tuesday,2,9,2,February,1,2025,N
26-02-2025,26,Wednesday,3,9,2,February,1,2025,N
27-02-2025,27,Thursday,4,9,2,February,1,2025,N
28-02-2025,28,Friday,5,9,2,February,1,2025,N
01-03-2025,1,Saturday,6,9,3,March,1,2025,Y
02-03-2025,2,Sunday,7,9,3,March,1,2025,Y
03-03-2025,3,Monday,1,10,3,March,1,2025,N
04-03-2025,4,Tuesday,2,10,3,March,1,2025,N
05-03-2025,5,Wednesday,3,10,3,March,1,2025,N
06-03-2025,6,Thursday,4,10,3,March,1,2025,N
07-03-2025,7,Friday,5,10,3,March,1,2025,N
08-03-2025,8,Saturday,6,10,3,March,1,2025,Y
09-03-2025,9,Sunday,7,10,3,March,1,2025,Y
10-03-2025,10,Monday,1,11,3,March,1,2025,N
11-03-2025,11,Tuesday,2,11,3,March,1,2025,N
12-03-2025,12,Wednesday,3,11,3,March,1,2025,N
13-03-2025,13,Thursday,4,11,3,March,1,2025,N
14-03-2025,14,Friday,5,11,3,March,1,2025,N
15-03-2025,15,Saturday,6,11,3,March,1,2025,Y
16-03-2025,16,Sunday,7,11,3,March,1,2025,Y
17-03-2025,17,Monday,1,12,3,March,1,2025,N
18-03-2025,18,Tuesday,2,12,3,March,1,2025,N
19-03-2025,19,Wednesday,3,12,3,March,1,2025,N
20-03-2025,20,Thursday,4,12,3,March,1,2025,N
21-03-2025,21,Friday,5,12,3,March,1,2025,N
22-03-2025,22,Saturday,6,12,3,March,1,2025,Y
23-03-2025,23,Sunday,7,12,3,March,1,2025,Y
24-03-2025,24,Monday,1,13,3,March,1,2025,N
25-03-2025,25,Tuesday,2,13,3,March,1,2025,N
26-03-2025,26,Wednesday,3,13,3,March,1,2025,N
27-03-2025,27,Thursday,4,13,3,March,1,2025,N
28-03-2025,28,Friday,5,13,3,March,1,2025,N
29-03-2025,29,Saturday,6,13,3,March,1,2025,Y
30-03-2025,30,Sunday,7,13,3,March,1,2025,Y
31-03-2025,31,Monday,1,14,3,March,1,2025,N
01-04-2025,1,Tuesday,2,14,4,April,2,2025,N
02-04-2025,2,Wednesday,3,14,4,April,2,2025,N
03-04-2025,3,Thursday,4,14,4,April,2,2025,N
04-04-2025,4,Friday,5,14,4,April,2,2025,N
05-04-2025,5,Saturday,6,14,4,April,2,2025,Y
06-04-2025,6,Sunday,7,14,4,April,2,2025,Y
07-04-2025,7,Monday,1,15,4,April,2,2025,N
08-04-2025,8,Tuesday,2,15,4,April,2,2025,N
09-04-2025,9,Wednesday,3,15,4,April,2,2025,N
10-04-2025,10,Thursday,4,15,4,April,2,2025,N
11-04-2025,11,Friday,5,15,4,April,2,2025,N
12-04-2025,12,Saturday,6,15,4,April,2,2025,Y
13-04-2025,13,Sunday,7,15,4,April,2,2025,Y
14-04-2025,14,Monday,1,16,4,April,2,2025,N
15-04-2025,15,Tuesday,2,16,4,April,2,2025,N
16-04-2025,16,Wednesday,3,16,4,April,2,2025,N
17-04-2025,17,Thursday,4,16,4,April,2,2025,N
18-04-2025,18,Friday,5,16,4,April,2,2025,N
19-04-2025,19,Saturday,6,16,4,April,2,2025,Y
20-04-2025,20,Sunday,7,16,4,April,2,2025,Y
21-04-2025,21,Monday,1,17,4,April,2,2025,N
22-04-2025,22,Tuesday,2,17,4,April,2,2025,N
23-04-2025,23,Wednesday,3,17,4,April,2,2025,N
24-04-2025,24,Thursday,4,17,4,April,2,2025,N
25-04-2025,25,Friday,5,17,4,April,2,2025,N
26-04-2025,26,Saturday,6,17,4,April,2,2025,Y
27-04-2025,27,Sunday,7,17,4,April,2,2025,Y
28-04-2025,28,Monday,1,18,4,April,2,2025,N
29-04-2025,29,Tuesday,2,18,4,April,2,2025,N
30-04-2025,30,Wednesday,3,18,4,April,2,2025,N
01-05-2025,1,Thursday,4,18,5,May,2,2025,N
02-05-2025,2,Friday,5,18,5,May,2,2025,N
03-05-2025,3,Saturday,6,18,5,May,2,2025,Y
04-05-2025,4,Sunday,7,18,5,May,2,2025,Y
05-05-2025,5,Monday,1,19,5,May,2,2025,N
06-05-2025,6,Tuesday,2,19,5,May,2,2025,N
07-05-2025,7,Wednesday,3,19,5,May,2,2025,N
08-05-2025,8,Thursday,4,19,5,May,2,2025,N
09-05-2025,9,Friday,5,19,5,May,2,2025,N
10-05-2025,10,Saturday,6,19,5,May,2,2025,Y
11-05-2025,11,Sunday,7,19,5,May,2,2025,Y
12-05-2025,12,Monday,1,20,5,May,2,2025,N
13-05-2025,13,Tuesday,2,20,5,May,2,2025,N
14-05-2025,14,Wednesday,3,20,5,May,2,2025,N
15-05-2025,15,Thursday,4,20,5,May,2,2025,N
16-05-2025,16,Friday,5,20,5,May,2,2025,N
17-05-2025,17,Saturday,6,20,5,May,2,2025,Y
18-05-2025,18,Sunday,7,20,5,May,2,2025,Y
19-05-2025,19,Monday,1,21,5,May,2,2025,N
20-05-2025,20,Tuesday,2,21,5,May,2,2025,N
21-05-2025,21,Wednesday,3,21,5,May,2,2025,N
22-05-2025,22,Thursday,4,21,5,May,2,2025,N
23-05-2025,23,Friday,5,21,5,May,2,2025,N
24-05-2025,24,Saturday,6,21,5,May,2,2025,Y
25-05-2025,25,Sunday,7,21,5,May,2,2025,Y
26-05-2025,26,Monday,1,22,5,May,2,2025,N
27-05-2025,27,Tuesday,2,22,5,May,2,2025,N
28-05-2025,28,Wednesday,3,22,5,May,2,2025,N
29-05-2025,29,Thursday,4,22,5,May,2,2025,N
30-05-2025,30,Friday,5,22,5,May,2,2025,N
31-05-2025,31,Saturday,6,22,5,May,2,2025,Y
01-06-2025,1,Sunday,7,22,6,June,2,2025,Y
02-06-2025,2,Monday,1,23,6,June,2,2025,N
03-06-2025,3,Tuesday,2,23,6,June,2,2025,N
04-06-2025,4,Wednesday,3,23,6,June,2,2025,N
05-06-2025,5,Thursday,4,23,6,June,2,2025,N
06-06-2025,6,Friday,5,23,6,June,2,2025,N
07-06-2025,7,Saturday,6,23,6,June,2,2025,Y
08-06-2025,8,Sunday,7,23,6,June,2,2025,Y
09-06-2025,9,Monday,1,24,6,June,2,2025,N
10-06-2025,10,Tuesday,2,24,6,June,2,2025,N
11-06-2025,11,Wednesday,3,24,6,June,2,2025,N
12-06-2025,12,Thursday,4,24,6,June,2,2025,N
13-06-2025,13,Friday,5,24,6,June,2,2025,N
14-06-2025,14,Saturday,6,24,6,June,2,2025,Y
15-06-2025,15,Sunday,7,24,6,June,2,2025,Y
16-06-2025,16,Monday,1,25,6,June,2,2025,N
17-06-2025,17,Tuesday,2,25,6,June,2,2025,N
18-06-2025,18,Wednesday,3,25,6,June,2,2025,N
19-06-2025,19,Thursday,4,25,6,June,2,2025,N
20-06-2025,20,Friday,5,25,6,June,2,2025,N
21-06-2025,21,Saturday,6,25,6,June,2,2025,Y
22-06-2025,22,Sunday,7,25,6,June,2,2025,Y
23-06-2025,23,Monday,1,26,6,June,2,2025,N
24-06-2025,24,Tuesday,2,26,6,June,2,2025,N
25-06-2025,25,Wednesday,3,26,6,June,2,2025,N
26-06-2025,26,Thursday,4,26,6,June,2,2025,N
27-06-2025,27,Friday,5,26,6,June,2,2025,N
28-06-2025,28,Saturday,6,26,6,June,2,2025,Y
29-06-2025,29,Sunday,7,26,6,June,2,2025,Y
30-06-2025,30,Monday,1,27,6,June,2,2025,N
01-07-2025,1,Tuesday,2,27,7,July,3,2025,N
02-07-2025,2,Wednesday,3,27,7,July,3,2025,N
03-07-2025,3,Thursday,4,27,7,July,3,2025,N
04-07-2025,4,Friday,5,27,7,July,3,2025,N
05-07-2025,5,Saturday,6,27,7,July,3,2025,Y
06-07-2025,6,Sunday,7,27,7,July,3,2025,Y
07-07-2025,7,Monday,1,28,7,July,3,2025,N
08-07-2025,8,Tuesday,2,28,7,July,3,2025,N
09-07-2025,9,Wednesday,3,28,7,July,3,2025,N
10-07-2025,10,Thursday,4,28,7,July,3,2025,N
11-07-2025,11,Friday,5,28,7,July,3,2025,N
12-07-2025,12,Saturday,6,28,7,July,3,2025,Y
13-07-2025,13,Sunday,7,28,7,July,3,2025,Y
14-07-2025,14,Monday,1,29,7,July,3,2025,N
15-07-2025,15,Tuesday,2,29,7,July,3,2025,N
16-07-2025,16,Wednesday,3,29,7,July,3,2025,N
17-07-2025,17,Thursday,4,29,7,July,3,2025,N
18-07-2025,18,Friday,5,29,7,July,3,2025,N
19-07-2025,19,Saturday,6,29,7,July,3,2025,Y
20-07-2025,20,Sunday,7,29,7,July,3,2025,Y
21-07-2025,21,Monday,1,30,7,July,3,2025,N
22-07-2025,22,Tuesday,2,30,7,July,3,2025,N
23-07-2025,23,Wednesday,3,30,7,July,3,2025,N
24-07-2025,24,Thursday,4,30,7,July,3,2025,N
25-07-2025,25,Friday,5,30,7,July,3,2025,N
26-07-2025,26,Saturday,6,30,7,July,3,2025,Y
27-07-2025,27,Sunday,7,30,7,July,3,2025,Y
28-07-2025,28,Monday,1,31,7,July,3,2025,N
29-07-2025,29,Tuesday,2,31,7,July,3,2025,N
30-07-2025,30,Wednesday,3,31,7,July,3,2025,N
31-07-2025,31,Thursday,4,31,7,July,3,2025,N
01-08-2025,1,Friday,5,31,8,August,3,2025,N
02-08-2025,2,Saturday,6,31,8,August,3,2025,Y
03-08-2025,3,Sunday,7,31,8,August,3,2025,Y
04-08-2025,4,Monday,1,32,8,August,3,2025,N
05-08-2025,5,Tuesday,2,32,8,August,3,2025,N
