full_date,day,day_name,day_of_week,week_of_year,month,month_name,quarter,year,is_weekend
06-08-2025,6,Wednesday,3,32,8,August,3,2025,N
07-08-2025,7,Thursday,4,32,8,August,3,2025,N
08-08-2025,8,Friday,5,32,8,August,3,2025,N
09-08-2025,9,Saturday,6,32,8,August,3,2025,Y
10-08-2025,10,Sunday,7,32,8,August,3,2025,Y
11-08-2025,11,Monday,1,33,8,August,3,2025,N
12-08-2025,12,Tuesday,2,33,8,August,3,2025,N
13-08-2025,13,Wednesday,3,33,8,August,3,2025,N
14-08-2025,14,Thursday,4,33,8,August,3,2025,N
15-08-2025,15,Friday,5,33,8,August,3,2025,N
16-08-2025,16,Saturday,6,33,8,August,3,2025,Y
17-08-2025,17,Sunday,7,33,8,August,3,2025,Y
18-08-2025,18,Monday,1,34,8,August,3,2025,N
19-08-2025,19,Tuesday,2,34,8,August,3,2025,N
20-08-2025,20,Wednesday,3,34,8,August,3,2025,N
21-08-2025,21,Thursday,4,34,8,August,3,2025,N
22-08-2025,22,Friday,5,34,8,August,3,2025,N
23-08-2025,23,Saturday,6,34,8,August,3,2025,Y
24-08-2025,24,Sunday,7,34,8,August,3,2025,Y
25-08-2025,25,Monday,1,35,8,August,3,2025,N
26-08-2025,26,Tuesday,2,35,8,August,3,2025,N
27-08-2025,27,Wednesday,3,35,8,August,3,2025,N
28-08-2025,28,Thursday,4,35,8,August,3,2025,N
29-08-2025,29,Friday,5,35,8,August,3,2025,N
30-08-2025,30,Saturday,6,35,8,August,3,2025,Y
31-08-2025,31,Sunday,7,35,8,August,3,2025,Y
01-09-2025,1,Monday,1,36,9,September,3,2025,N
02-09-2025,2,Tuesday,2,36,9,September,3,2025,N
03-09-2025,3,Wednesday,3,36,9,September,3,2025,N
04-09-2025,4,Thursday,4,36,9,September,3,2025,N
05-09-2025,5,Friday,5,36,9,September,3,2025,N
06-09-2025,6,Saturday,6,36,9,September,3,2025,Y
07-09-2025,7,Sunday,7,36,9,September,3,2025,Y
08-09-2025,8,Monday,1,37,9,September,3,2025,N
09-09-2025,9,Tuesday,2,37,9,September,3,2025,N
10-09-2025,10,Wednesday,3,37,9,September,3,2025,N
11-09-2025,11,Thursday,4,37,9,September,3,2025,N
12-09-2025,12,Friday,5,37,9,September,3,2025,N
13-09-2025,13,Saturday,6,37,9,September,3,2025,Y
14-09-2025,14,Sunday,7,37,9,September,3,2025,Y
15-09-2025,15,Monday,1,38,9,September,3,2025,N
16-09-2025,16,Tuesday,2,38,9,September,3,2025,N
17-09-2025,17,Wednesday,3,38,9,September,3,2025,N
18-09-2025,18,Thursday,4,38,9,September,3,2025,N
19-09-2025,19,Friday,5,38,9,September,3,2025,N
20-09-2025,20,Saturday,6,38,9,September,3,2025,Y
21-09-2025,21,Sunday,7,38,9,September,3,2025,Y
22-09-2025,22,Monday,1,39,9,September,3,2025,N
23-09-2025,23,Tuesday,2,39,9,September,3,2025,N
24-09-2025,24,Wednesday,3,39,9,September,3,2025,N
25-09-2025,25,Thursday,4,39,9,September,3,2025,N
26-09-2025,26,Friday,5,39,9,September,3,2025,N
27-09-2025,27,Saturday,6,39,9,September,3,2025,Y
28-09-2025,28,Sunday,7,39,9,September,3,2025,Y
29-09-2025,29,Monday,1,40,9,September,3,2025,N
30-09-2025,30,Tuesday,2,40,9,September,3,2025,N
01-10-2025,1,Wednesday,3,40,10,October,4,2025,N
02-10-2025,2,Thursday,4,40,10,October,4,2025,N
03-10-2025,3,Friday,5,40,10,October,4,2025,N
04-10-2025,4,Saturday,6,40,10,October,4,2025,Y
05-10-2025,5,Sunday,7,40,10,October,4,2025,Y
06-10-2025,6,Monday,1,41,10,October,4,2025,N
07-10-2025,7,Tuesday,2,41,10,October,4,2025,N
08-10-2025,8,Wednesday,3,41,10,October,4,2025,N
09-10-2025,9,Thursday,4,41,10,October,4,2025,N
10-10-2025,10,Friday,5,41,10,October,4,2025,N
11-10-2025,11,Saturday,6,41,10,October,4,2025,Y
12-10-2025,12,Sunday,7,41,10,October,4,2025,Y
13-10-2025,13,Monday,1,42,10,October,4,2025,N
14-10-2025,14,Tuesday,2,42,10,October,4,2025,N
15-10-2025,15,Wednesday,3,42,10,October,4,2025,N
16-10-2025,16,Thursday,4,42,10,October,4,2025,N
17-10-2025,17,Friday,5,42,10,October,4,2025,N
18-10-2025,18,Saturday,6,42,10,October,4,2025,Y
19-10-2025,19,Sunday,7,42,10,October,4,2025,Y
20-10-2025,20,Monday,1,43,10,October,4,2025,N
21-10-2025,21,Tuesday,2,43,10,October,4,2025,N
22-10-2025,22,Wednesday,3,43,10,October,4,2025,N
23-10-2025,23,Thursday,4,43,10,October,4,2025,N
24-10-2025,24,Friday,5,43,10,October,4,2025,N
25-10-2025,25,Saturday,6,43,10,October,4,2025,Y
26-10-2025,26,Sunday,7,43,10,October,4,2025,Y
27-10-2025,27,Monday,1,44,10,October,4,2025,N
28-10-2025,28,Tuesday,2,44,10,October,4,2025,N
29-10-2025,29,Wednesday,3,44,10,October,4,2025,N
30-10-2025,30,Thursday,4,44,10,October,4,2025,N
31-10-2025,31,Friday,5,44,10,October,4,2025,N
01-11-2025,1,Saturday,6,44,11,November,4,2025,Y
02-11-2025,2,Sunday,7,44,11,November,4,2025,Y
03-11-2025,3,Monday,1,45,11,November,4,2025,N
04-11-2025,4,Tuesday,2,45,11,November,4,2025,N
05-11-2025,5,Wednesday,3,45,11,November,4,2025,N
06-11-2025,6,Thursday,4,45,11,November,4,2025,N
07-11-2025,7,Friday,5,45,11,November,4,2025,N
08-11-2025,8,Saturday,6,45,11,November,4,2025,Y
09-11-2025,9,Sunday,7,45,11,November,4,2025,Y
10-11-2025,10,Monday,1,46,11,November,4,2025,N
11-11-2025,11,Tuesday,2,46,11,November,4,2025,N
12-11-2025,12,Wednesday,3,46,11,November,4,2025,N
13-11-2025,13,Thursday,4,46,11,November,4,2025,N
14-11-2025,14,Friday,5,46,11,November,4,2025,N
15-11-2025,15,Saturday,6,46,11,November,4,2025,Y
16-11-2025,16,Sunday,7,46,11,November,4,2025,Y
17-11-2025,17,Monday,1,47,11,November,4,2025,N
18-11-2025,18,Tuesday,2,47,11,November,4,2025,N
19-11-2025,19,Wednesday,3,47,11,November,4,2025,N
20-11-2025,20,Thursday,4,47,11,November,4,2025,N
21-11-2025,21,Friday,5,47,11,November,4,2025,N
22-11-2025,22,Saturday,6,47,11,November,4,2025,Y
23-11-2025,23,Sunday,7,47,11,November,4,2025,Y
24-11-2025,24,Monday,1,48,11,November,4,2025,N
25-11-2025,25,Tuesday,2,48,11,November,4,2025,N
26-11-2025,26,Wednesday,3,48,11,November,4,2025,N
27-11-2025,27,Thursday,4,48,11,November,4,2025,N
28-11-2025,28,Friday,5,48,11,November,4,2025,N
29-11-2025,29,Saturday,6,48,11,November,4,2025,Y
30-11-2025,30,Sunday,7,48,11,November,4,2025,Y
01-12-2025,1,Monday,1,49,12,December,4,2025,N
02-12-2025,2,Tuesday,2,49,12,December,4,2025,N
03-12-2025,3,Wednesday,3,49,12,December,4,2025,N
04-12-2025,4,Thursday,4,49,12,December,4,2025,N
05-12-2025,5,Friday,5,49,12,December,4,2025,N
06-12-2025,6,Saturday,6,49,12,December,4,2025,Y
07-12-2025,7,Sunday,7,49,12,December,4,2025,Y
08-12-2025,8,Monday,1,50,12,December,4,2025,N
09-12-2025,9,Tuesday,2,50,12,December,4,2025,N
10-12-2025,10,Wednesday,3,50,12,December,4,2025,N
11-12-2025,11,Thursday,4,50,12,December,4,2025,N
12-12-2025,12,Friday,5,50,12,December,4,2025,N
13-12-2025,13,Saturday,6,50,12,December,4,2025,Y
14-12-2025,14,Sunday,7,50,12,December,4,2025,Y
15-12-2025,15,Monday,1,51,12,December,4,2025,N
16-12-2025,16,Tuesday,2,51,12,December,4,2025,N
17-12-2025,17,Wednesday,3,51,12,December,4,2025,N
18-12-2025,18,Thursday,4,51,12,December,4,2025,N
19-12-2025,19,Friday,5,51,12,December,4,2025,N
20-12-2025,20,Saturday,6,51,12,December,4,2025,Y
21-12-2025,21,Sunday,7,51,12,December,4,2025,Y
22-12-2025,22,Monday,1,52,12,December,4,2025,N
23-12-2025,23,Tuesday,2,52,12,December,4,2025,N
24-12-2025,24,Wednesday,3,52,12,December,4,2025,N
25-12-2025,25,Thursday,4,52,12,December,4,2025,N
26-12-2025,26,Friday,5,52,12,December,4,2025,N
27-12-2025,27,Saturday,6,52,12,December,4,2025,Y
28-12-2025,28,Sunday,7,52,12,December,4,2025,Y
29-12-2025,29,Monday,1,1,12,December,4,2025,N
30-12-2025,30,Tuesday,2,1,12,December,4,2025,N
31-12-2025,31,Wednesday,3,1,12,December,4,2025,N
